urlid,label,label_title,label_url
5936,0.442883,0.222222,0.183026
3885,0.670557,0.756814,0.873513
1086,0.543235,0.256971,0.280777
1799,0.582880,0.682126,0.628428
9763,0.685564,0.758445,0.720952
3299,0.455999,0.458884,0.620000
8268,0.738993,0.946606,0.915318
473,0.474452,0.320747,0.300671
337,0.728856,0.899554,0.784890
9381,0.658453,0.636620,0.628682
6426,0.536615,0.521009,0.594249
1210,0.530821,0.428571,0.322153
4986,0.424242,0.456107,0.952952
8285,0.591817,0.537806,0.566667
2024,0.745303,0.589114,0.410127
245,0.873524,0.895279,0.832476
4807,0.501112,0.456107,0.674733
2208,0.577800,0.682277,0.638936
9835,0.455605,0.299274,0.253462
8963,0.599564,0.524114,0.615531
9946,0.523488,0.434015,0.514058
5230,0.245734,0.216354,0.254692
2788,0.501913,0.276865,0.258333
674,0.612234,0.836055,0.719011
1629,0.732229,0.955959,0.901978
2300,0.558160,0.546656,0.528962
169,0.346091,0.654802,0.000000
3575,0.818656,0.843780,0.732528
6910,0.424242,0.423077,0.312500
1479,0.526451,0.312231,0.278431
10498,0.802606,0.928206,0.927755
8062,0.639956,0.630377,0.667479
9672,0.486786,0.243728,0.237123
9467,0.540923,0.532734,0.410127
6763,0.572467,0.527341,0.641455
8508,0.526401,0.337564,0.359478
1034,0.494082,0.555740,0.622605
3756,0.480661,0.485411,0.452194
9263,0.424242,0.375680,0.449770
8141,0.527887,0.565053,0.582786
532,0.819331,0.612228,0.323529
7022,0.490530,0.228654,0.307805
4024,0.364716,0.431818,0.588550
3298,0.578197,0.454545,0.634031
5641,0.467902,0.325061,0.571307
10455,0.415151,0.433467,0.410127
5206,0.830843,0.855310,0.792030
7005,0.474182,0.434121,0.401303
8971,0.307066,0.333333,0.387700
8358,0.719537,0.652770,0.678284
257,0.488488,0.363726,0.421387
78,0.726045,0.717179,0.728454
6333,0.562299,0.699696,0.681237
7969,0.481701,0.282311,0.562417
2505,0.561301,0.612153,0.569833
2004,0.699684,0.807839,0.410127
3748,0.604239,0.414474,0.530549
5668,0.424242,0.456107,0.726420
365,0.523705,0.354219,0.371005
9651,0.424242,0.431852,0.435115
2324,0.287735,0.228975,0.227514
3902,0.478867,0.270069,0.283026
9294,0.488924,0.503311,0.404151
5377,0.478120,0.456107,0.397046
2817,0.729584,0.712169,0.674278
7670,0.424323,0.251199,0.406612
4755,0.714416,0.847835,0.890294
255,0.768782,0.842292,0.922589
2714,0.424242,0.456107,0.779364
2922,0.524548,0.569591,0.410127
5517,0.667331,0.647682,0.441860
5157,0.790359,0.664239,0.549794
64,0.438534,0.365202,0.327871
5300,0.445381,0.550699,0.410127
451,0.433910,0.456107,0.480090
3941,0.721212,0.736809,0.985507
326,0.424242,0.303452,0.329167
3757,0.496493,0.212592,0.398844
8798,0.582608,0.628978,0.574196
2315,0.848199,0.746261,0.698057
6755,0.840007,0.753122,0.740012
2916,0.562549,0.460516,0.488730
7406,0.564037,0.375000,0.523316
3703,0.710623,0.902648,0.888393
5403,0.586249,0.486010,0.646941
622,0.535544,0.309053,0.396344
9,0.538467,0.365399,0.475152
5848,0.612558,0.385526,0.284928
8670,0.281046,0.439694,0.521746
1156,0.437000,0.411853,0.410127
10179,0.484813,0.365943,0.377392
2028,0.765228,0.903104,0.841977
3924,0.738205,0.763831,0.738789
620,0.454036,0.447101,0.337074
1963,0.642949,0.709884,0.587820
4537,0.424242,0.605892,0.611576
8970,0.505221,0.672765,0.554366
3024,0.851027,0.919465,0.911887
6140,0.752256,0.900388,0.896010
1866,0.505832,0.480238,0.529018
4442,0.786225,0.896579,0.770834
2312,0.568588,0.456107,0.661223
6749,0.579863,0.573597,0.684706
459,0.669564,0.732107,0.864383
1516,0.785731,0.841475,0.758354
8817,0.458669,0.391173,0.422633
4912,0.462627,0.323745,0.369447
2076,0.540465,0.317936,0.577597
10023,0.722070,0.935843,0.952284
7684,0.494844,0.593262,0.512557
3531,0.508063,0.318777,0.225811
6209,0.625035,0.531362,0.781904
10508,0.830169,0.924764,0.910952
8678,0.635050,0.598048,0.632608
3541,0.424242,0.557400,0.492430
1208,0.678264,0.633495,0.397015
4090,0.424242,0.456107,0.858397
1097,0.362309,0.408442,0.410127
5099,0.690526,0.813199,0.605974
2816,0.756100,0.665715,0.410127
4291,0.424242,0.345029,0.410127
1409,0.660214,0.506049,0.723132
6401,0.520726,0.409458,0.320197
4617,0.677654,0.633523,0.728050
6111,0.423967,0.341334,0.265397
6172,0.803075,0.916118,0.562417
10357,0.432211,0.285714,0.518099
8465,0.721218,0.985482,0.870906
3867,0.506726,0.542119,0.611637
9495,0.748924,0.872045,0.826219
4348,0.571916,0.670177,1.000000
7879,0.535623,0.606902,0.621656
9273,0.606926,0.641243,0.552805
3252,0.526924,0.269708,0.262731
9167,0.424242,0.456107,0.599156
2573,0.560067,0.345156,0.397253
7395,0.705108,0.779958,0.978261
9046,0.499161,0.456107,0.515729
1526,0.566658,0.418162,0.501822
9339,0.503190,0.298363,0.343028
10301,0.841018,0.846686,0.957145
7588,0.774856,0.849454,0.683464
1104,0.445211,0.162832,0.410127
1310,0.406500,0.465421,0.484346
6631,0.271420,0.238793,0.178571
10475,0.401893,0.383093,0.357112
9090,0.544054,0.500000,0.505675
1528,0.512143,0.501878,0.523804
1657,0.685946,0.895704,0.953065
1175,0.486569,0.419594,0.296216
1895,0.460773,0.329521,0.752622
3864,0.525200,0.250000,0.533333
4700,0.424651,0.490514,0.410127
3572,0.555446,0.461418,0.166667
10507,0.432969,0.421473,0.471032
269,0.578262,0.704642,0.887369
5744,0.664572,0.336310,0.657990
1687,0.478698,0.490730,0.510860
3020,0.570556,0.641978,0.692077
4974,0.770911,0.912593,0.779338
5119,0.424242,0.875571,0.855445
1916,0.689434,0.684751,0.859551
6687,0.823398,0.849151,0.887029
2197,0.603388,0.586117,0.713046
8641,0.468942,0.226750,0.469655
10073,0.716465,0.852888,0.795202
1967,0.431571,0.375473,0.392060
4999,0.494430,0.561046,0.456085
9816,0.490508,0.345500,0.400000
734,0.732083,0.868960,0.870120
9665,0.424242,0.456107,0.272727
5092,0.752054,0.920113,0.842110
2591,0.864125,0.881212,0.895920
9877,0.727001,0.809673,0.827778
4601,0.814866,0.977976,0.950274
7734,0.424242,0.456107,0.313469
7185,0.681138,0.808056,0.617164
6405,0.637590,0.539294,0.421435
7003,0.539920,0.425000,0.520132
928,0.520700,0.239923,0.314986
6490,0.596307,0.915789,0.594044
1586,0.456561,0.370007,0.416219
10139,0.743986,0.976310,0.978509
1192,0.613450,0.623934,0.552700
10526,0.441420,0.544145,0.485954
5544,0.744294,0.779456,0.752300
8779,0.480948,0.254324,0.166667
4497,0.617831,0.738910,0.200000
3059,0.750419,0.873061,0.869712
2181,0.553108,0.487057,0.408319
2303,0.536804,0.306623,0.250000
1190,0.656924,0.763263,0.731156
1468,0.455525,0.479322,0.444062
8771,0.549853,0.633190,0.374758
8997,0.815452,0.907584,0.943960
6365,0.652100,0.685020,0.689580
10355,0.354990,0.471640,0.477945
3478,0.546078,0.465877,0.493929
3764,0.438866,0.354935,0.127871
3542,0.508612,0.428215,0.494159
4941,0.554990,0.277126,0.387672
1840,0.680412,0.880251,0.753913
463,0.387331,0.133613,0.410127
7407,0.494246,0.571822,0.396147
7711,0.611646,0.648278,0.600332
6044,0.462307,0.326477,0.407066
3750,0.761012,0.901850,0.804072
10114,0.448519,0.492083,0.382763
1332,0.643488,0.738874,0.600000
425,0.798715,0.919486,0.969852
3479,0.790281,0.836628,0.830811
1979,0.710712,0.966335,0.410127
2994,0.640298,0.510934,0.789009
207,0.553242,0.624635,0.615842
5820,0.776641,0.941688,0.874120
9187,0.500241,0.599250,0.600850
5423,0.769528,0.952947,0.902139
2743,0.536134,0.571620,0.599454
2902,0.800077,0.947368,0.800233
9126,0.791427,1.000000,0.870000
7903,0.572233,0.707176,0.755162
4100,0.595083,0.691849,0.614865
3578,0.623299,0.382181,0.607291
6061,0.547288,0.508139,0.523316
5081,0.262832,0.250123,0.271569
4575,0.424242,0.456107,0.489411
6695,0.720542,0.808727,0.969508
5960,0.531841,0.343425,0.439353
10186,0.488375,0.330467,0.229031
6795,0.424242,0.585408,0.681646
10022,0.500568,0.200000,0.367521
5841,0.617764,0.622267,0.492253
7481,0.477427,0.534372,0.444295
9331,0.424242,0.456107,0.496151
400,0.779154,0.939789,0.937729
6907,0.424242,0.456107,0.406209
10393,0.708270,0.561707,0.734217
3709,0.737280,0.905034,0.942273
4726,0.849713,0.833901,0.745064
3007,0.514469,0.506280,0.403653
4723,0.454875,0.391402,0.410127
597,0.451959,0.494120,0.159294
1810,0.744647,0.870598,0.892238
4131,0.558056,0.593513,0.667087
4697,0.670959,0.882710,1.000000
8838,0.689582,0.920459,0.945942
5956,0.484241,0.352505,0.176502
4196,0.660640,0.726364,0.410127
63,0.829629,0.459622,0.592871
1714,0.511554,0.140394,0.582836
904,0.529071,0.491926,0.504045
9715,0.794407,0.719298,0.841009
4,0.424242,0.456107,0.373851
5462,0.585823,0.664605,0.606900
259,0.475364,0.322008,0.530315
5418,0.478860,0.505153,0.523316
6849,0.484501,0.429634,0.449791
9893,0.500356,0.257945,0.317179
10003,0.744175,0.812064,0.806698
4976,0.489272,0.205388,0.194546
7611,0.771838,0.943063,0.660735
900,0.503942,0.434419,0.462821
3746,0.424242,0.456107,0.806231
3893,0.494069,0.499353,0.517716
2966,0.453803,0.144841,0.000000
9667,0.872328,0.769571,0.750000
9734,0.495989,0.477073,0.444620
8123,0.529292,0.542043,0.470078
8470,0.738553,0.868306,0.764735
4058,0.543439,0.502101,0.341601
4623,0.816997,0.917571,0.899745
3782,0.485037,0.315354,0.235860
7966,0.424242,0.456107,0.812040
6003,0.636042,0.623986,0.712408
2168,0.424242,0.973558,0.826135
422,0.465419,0.456107,0.410127
6381,0.549682,0.456107,0.401709
1136,0.579113,0.735940,0.791139
3443,0.692151,0.642039,0.485401
2214,0.548068,0.669998,0.521349
9973,0.735375,0.867405,0.887546
1593,0.424242,0.456107,0.736805
5474,0.606576,0.611894,0.748069
812,0.813164,0.927300,0.926662
4703,0.383911,0.355763,0.159294
4294,0.738174,0.947215,0.849970
10021,0.499209,0.274394,0.684211
395,0.491864,0.147913,0.153846
3237,0.600588,0.642237,0.743827
9099,0.539399,0.345254,0.322222
2401,0.298895,0.218567,0.192033
10371,0.436628,0.478183,0.317632
3420,0.695160,0.660861,0.733092
3460,0.736130,0.770030,0.825682
9088,0.424242,0.980476,0.799580
5995,0.775036,0.961400,0.884239
3084,0.787407,0.757016,0.826771
3595,0.537294,0.594499,0.306100
9524,0.770614,0.815133,0.780039
167,0.526337,0.601862,0.410127
9743,0.820289,0.840488,0.815045
6109,0.530479,0.395833,0.316513
433,0.282310,0.382908,0.415064
6292,0.511894,0.302164,0.285380
8125,0.483322,0.381588,0.661389
4035,0.564727,0.395693,0.519004
2929,0.649737,0.645784,0.611170
8810,0.860509,0.701271,0.786212
4403,0.485435,0.325741,0.426332
3925,0.705253,0.841416,0.866667
1290,0.660930,0.670616,0.586579
3689,0.782987,0.922269,0.905327
6709,0.448031,0.232969,0.364645
8021,0.599472,0.540521,0.763591
6237,0.771221,0.913914,0.768207
1453,0.000000,0.462984,0.522361
7340,0.523521,0.637655,0.349057
6078,0.623150,0.577778,0.401709
2369,0.461703,0.384723,0.297917
1781,0.536666,0.409413,0.359949
3830,0.780154,0.918757,0.925979
7625,0.511150,0.388194,0.384565
8150,0.446848,0.418165,0.600000
1680,0.566694,0.602050,0.612727
7077,0.399640,0.361074,0.437345
3360,0.612016,0.502392,0.569444
7927,0.722039,0.874396,0.881400
244,0.494520,0.465419,0.475806
8107,0.754105,0.783252,0.410127
820,0.820472,0.793750,0.793841
5915,0.800623,0.923698,0.680444
924,0.428905,0.323529,0.423889
9207,0.603894,0.735373,0.410127
4077,0.729131,0.775891,0.800987
6052,0.424242,0.456107,0.839626
508,0.759334,0.780240,0.783931
8105,0.424242,0.105263,0.200000
4405,0.247497,0.312933,0.309422
7558,0.279210,0.190480,0.294310
6094,0.720730,0.946843,0.965199
484,0.755979,0.842681,0.900773
8927,0.508682,0.266667,0.594991
310,0.424242,0.294160,0.600000
8075,0.424242,0.456107,0.778450
1094,0.533638,0.439254,0.512289
3211,0.568293,0.648148,0.455108
1700,0.821016,0.790190,0.843094
4816,0.540809,0.496363,0.610644
9354,0.714251,0.896730,0.861549
8845,0.553542,0.414054,0.570241
7530,0.727480,0.838215,0.821042
1520,0.506215,0.438972,0.491344
1087,0.699691,0.913063,0.933197
5786,0.582626,0.590928,0.700000
6847,0.600964,0.590209,0.441860
999,0.550905,0.527357,0.492419
5308,0.582695,0.587946,0.736405
6569,0.802419,0.863980,0.952494
10200,0.470921,0.125000,0.388777
5868,0.671141,0.765852,0.704762
1757,0.483333,0.581315,0.320828
4625,0.757794,0.824364,0.789577
2955,0.677718,0.851852,0.726222
6187,0.841276,0.886683,0.909177
9931,0.688953,0.695994,0.675000
4883,0.595539,0.837230,0.753319
2488,0.675238,0.456107,0.694112
156,0.756326,0.915206,0.673563
2820,0.424242,0.456107,0.422661
1311,0.424242,0.456107,0.449304
1517,0.522849,0.617034,0.467064
3640,0.450610,0.384522,0.459257
5763,0.529152,0.421820,0.309207
6689,0.629262,0.776070,0.357112
1193,0.424242,0.456107,0.440377
8217,0.751508,0.789474,0.860741
10327,0.585826,0.656980,0.832828
5042,0.578973,0.415097,0.526918
6903,0.534013,0.374347,0.410127
2068,0.736835,0.882947,0.753704
7614,0.488363,0.358075,0.483046
8842,0.459154,0.469755,0.486248
2445,0.554611,0.551088,0.639195
10276,0.416260,0.527416,0.410127
4931,0.468585,0.400000,0.410127
6842,0.596594,0.420972,0.410127
5927,0.354990,0.492617,0.410127
6207,0.506529,0.372996,0.474517
4539,0.530265,0.736434,0.495210
8721,0.518360,0.321189,0.364669
3618,0.451632,0.338682,0.299243
2580,0.483859,0.372512,0.279735
5321,0.712339,0.388889,0.884615
3181,0.478638,0.517910,0.333333
4742,0.532056,0.447032,0.427143
3340,0.726964,0.687983,0.758471
8310,0.822639,0.929731,0.917482
3948,0.424242,0.456107,0.776066
2126,0.803179,0.825619,0.963470
10436,0.535843,0.456107,0.447349
9635,0.723487,0.807095,0.742343
9022,0.490436,0.323192,0.416137
8576,0.473106,0.417728,0.433313
2522,0.465522,0.454072,0.333778
7341,0.792751,0.889660,0.885470
7377,0.787097,0.937237,0.952085
7636,0.534388,0.286433,0.403311
2536,0.735060,0.893617,0.684211
2706,0.809966,0.587168,0.691161
4814,0.516995,0.324765,0.346061
6032,0.507940,0.512223,0.552974
2630,0.661858,0.604242,0.674621
1857,0.424242,0.456107,0.443234
5412,0.811631,0.926356,0.903984
1957,0.505131,0.303922,0.410127
9805,0.424242,0.269701,0.176104
9256,0.550516,0.473381,0.416580
1055,0.707576,0.735410,0.793605
8439,0.666221,0.752234,0.552245
317,0.572240,0.534103,0.522694
6126,0.414066,0.375063,0.538515
9970,0.520824,0.541680,0.634108
6008,0.439744,0.456035,0.434450
2811,0.506348,0.444157,0.346970
10214,0.469178,0.236025,0.508616
10337,0.416400,0.266675,0.301967
6563,0.470057,0.456107,0.534159
5611,0.835014,0.850491,0.917208
6358,0.557000,0.452661,0.610644
8446,0.548981,0.541667,0.346801
974,0.543246,0.456107,0.272727
4839,0.435174,0.571429,0.800000
4806,0.776690,0.813232,0.568708
4597,0.512099,0.494016,0.341195
4649,0.494120,0.368421,0.166667
7744,0.774194,0.872313,0.809689
5826,0.554195,0.753168,0.524324
6118,0.539334,0.857143,0.516787
6785,0.492960,0.165138,0.410127
301,0.777772,0.881446,0.905129
3192,0.737272,0.936437,0.923490
9854,0.629111,0.645381,0.595715
9227,0.800579,0.864018,0.836923
4768,0.514297,0.409684,0.452784
2961,0.496452,0.330391,0.280933
4564,0.485788,0.309766,0.303022
2484,0.525699,0.427001,0.477519
1606,0.535765,0.400529,0.562417
2864,0.454008,0.384421,0.558755
2884,0.310698,0.255098,0.279437
2753,0.542011,0.342647,0.205128
4366,0.506205,0.891219,0.849066
2470,0.497661,0.637192,0.607275
6369,0.521448,0.398634,0.446046
2754,0.540642,0.785714,0.562417
2501,0.496620,0.424982,0.419265
8890,0.464255,0.327314,0.200758
2093,0.776697,0.734405,0.751311
4937,0.424242,0.456107,0.447729
2850,0.535223,0.417948,0.506614
3706,0.485824,0.574071,0.376928
6645,0.802053,0.956694,0.902753
5799,0.721133,0.499745,0.568102
4229,0.759806,0.764221,0.830982
4900,0.484111,0.266667,0.378102
7883,0.490534,0.423926,0.294048
4629,0.764885,0.611738,0.718605
6459,0.739605,0.866314,0.812790
10381,0.746683,0.940277,0.969508
220,0.731903,0.631955,0.704762
761,0.577474,0.492827,0.605616
4264,0.757117,0.853278,0.738512
6633,0.615756,0.363474,0.934140
1424,0.757120,0.896278,0.814962
7017,0.586712,0.346456,0.410127
6901,0.411733,0.393443,0.410127
7126,0.522974,0.309758,0.316287
881,0.594821,0.622465,0.482146
6382,0.477052,0.450000,0.601914
7502,0.593334,0.634035,0.410127
1911,0.732614,0.757753,0.732793
3076,0.538729,0.387799,0.483471
9281,0.567094,0.371627,0.466955
1534,0.670701,0.725161,0.726587
8378,0.456035,0.327077,0.247550
4717,0.740805,0.628011,0.666667
7012,0.881687,0.954970,0.946557
9028,0.726055,1.000000,0.410127
5407,0.602037,0.719832,0.699236
274,0.596307,0.563475,0.586279
9465,0.757619,0.684512,0.755268
5164,0.541426,0.477075,0.574426
937,0.423197,0.456107,0.410127
5264,0.719427,0.657377,0.670545
8051,0.538509,0.425962,0.398385
10304,0.546524,0.427855,0.225806
2403,0.353179,0.304904,0.476359
1697,0.822708,0.932196,0.970744
8142,0.502800,0.320972,0.402697
3734,0.465704,0.355701,0.478556
8487,0.480945,0.504995,0.539297
5123,0.825616,0.926212,0.885777
8726,0.335434,0.276600,0.504133
2336,0.668599,0.871877,0.768326
7376,0.438852,0.292717,0.254902
2793,0.503058,0.456107,0.728119
1998,0.486888,0.125000,0.258435
319,0.858949,0.714882,0.726990
6783,0.501005,0.121708,0.567659
6911,0.727132,0.855091,0.719070
3078,0.837088,0.956028,0.901189
3310,0.864852,0.867812,0.880516
4790,0.711672,0.917495,0.954545
2712,0.551996,0.483801,0.579600
2968,0.863741,0.886439,0.897159
7777,0.591191,0.658402,0.628390
10442,0.474432,0.504244,0.620031
1654,0.532275,0.661637,0.488730
10438,0.587746,0.448976,0.410127
4509,0.548430,0.561653,0.308297
3963,0.496630,0.465526,0.424880
5043,0.499912,0.407475,0.000000
5421,0.792846,0.911402,0.913255
6465,0.452412,0.470825,0.599674
8034,0.719089,0.893288,0.765000
806,0.604768,0.575858,0.496747
1090,0.424242,0.256193,0.449848
1566,0.564603,0.695254,0.799686
10187,0.424242,0.456107,0.787033
2634,0.777257,0.894220,0.966479
569,0.716907,0.857558,0.875000
135,0.372896,0.293823,0.316823
3732,0.733412,0.895576,0.848526
6247,0.622701,0.654542,0.834650
10466,0.447771,0.456107,0.523316
8429,0.494290,0.238224,0.357112
6725,0.463104,0.342380,0.279563
6128,0.492369,0.341365,0.451898
8496,0.533484,0.240000,0.228125
2433,0.734781,0.835859,0.898490
5552,0.779692,0.967873,0.959184
7122,0.424242,0.456107,0.775130
376,0.373387,0.300877,0.000000
796,0.424242,0.456107,0.371411
6121,0.583654,0.310281,0.320232
8960,0.702727,0.666667,0.410127
5686,0.442214,0.266675,0.296233
2213,0.627281,0.698413,0.566813
6602,0.768477,0.856159,0.829889
3357,0.725569,0.982682,0.968731
1997,0.468368,0.451051,0.409407
691,0.513543,0.538632,0.486121
4370,0.739255,0.559759,0.879620
9660,0.760504,0.741338,0.729140
7189,0.453926,0.289520,0.358777
6660,0.486071,0.447761,0.440186
2074,0.733296,0.877079,0.863213
5375,0.760711,0.820775,0.867376
1816,0.467505,0.313173,0.468444
9802,0.724608,0.883395,0.880935
7654,0.781701,0.911487,0.816593
3784,0.646051,0.690782,0.681271
9604,0.759434,0.872214,0.822236
6397,0.633882,0.730992,0.819534
7125,0.759167,0.754736,1.000000
1460,0.632908,0.824801,0.821371
5718,0.605225,0.480066,0.596889
5452,0.691612,0.619788,0.410127
7064,0.716143,0.927509,0.909259
8272,0.802370,0.943773,0.812962
3620,0.765288,0.761936,0.410127
2772,0.531344,0.543956,0.410127
5150,0.424242,0.382152,0.378560
125,0.553890,0.818182,0.485401
1005,0.417484,0.205938,0.198068
616,0.625423,0.776006,0.784702
9056,0.486655,0.377130,0.237359
3972,0.532446,0.239756,0.429326
746,0.444289,0.611793,0.358777
10286,0.777432,0.733375,0.656979
723,0.603007,0.646412,0.602200
1283,0.575940,0.423773,0.470930
8009,0.692576,0.707743,0.734435
8509,0.386815,0.468213,0.200000
8220,0.619824,0.456107,0.410127
7393,0.766118,0.932860,0.943580
8499,0.516753,0.348230,0.529706
3789,0.424242,0.226583,0.259874
9658,0.560037,0.523372,0.533540
8171,0.424242,0.433316,0.682230
1985,0.424242,0.497477,0.462256
733,0.468643,0.318127,0.313371
6706,0.424242,0.456107,0.516318
6282,0.484530,0.489717,0.497074
7243,0.460853,0.368421,0.415645
3995,0.768554,0.955634,0.963061
4375,0.610342,0.471931,0.648510
1647,0.561387,0.684912,0.505865
9306,0.774251,0.963778,0.885997
9272,0.370692,0.351859,0.368559
9464,0.409777,0.380149,0.670335
5340,0.471487,0.421576,0.533394
5475,0.744356,0.909500,0.918527
4911,0.807139,0.820225,0.859242
9315,0.595752,0.544462,0.524822
811,0.474416,0.456107,0.452943
6395,0.424242,0.456107,0.550717
3229,0.502576,0.513146,0.432144
2250,0.577568,0.666207,0.614653
8433,0.648765,0.634441,0.741712
10428,0.501279,0.347069,0.518235
10461,0.538644,0.614503,0.686107
8408,0.739451,0.732614,0.789912
3945,0.729359,0.816501,0.839162
863,0.752784,0.534532,0.410127
4683,0.424242,0.456107,0.572671
1162,0.778367,0.991083,0.916596
9132,0.424242,0.456107,0.761658
1076,0.412697,0.401543,0.400000
7236,0.424242,0.142857,0.333333
3218,0.529875,0.518863,0.616617
6866,0.388005,0.364276,0.458333
4997,0.643077,0.794574,0.487440
9121,0.508552,0.450918,0.292745
8696,0.424242,0.429273,0.000000
3313,0.424242,0.456107,0.490844
1421,0.424242,0.456107,0.000000
80,0.425905,0.504582,0.410127
8163,0.424242,0.456107,0.487109
4583,0.818159,0.680971,0.410127
4053,0.470167,0.452381,0.278724
8693,0.513597,0.534459,0.617542
4139,0.477885,0.410726,0.487723
6976,0.480508,0.486294,0.219512
3549,0.566756,0.376613,0.417617
5534,0.468483,0.490329,0.285952
1638,0.701058,0.883564,0.889676
6375,0.701802,1.000000,0.969508
1008,0.688593,0.860793,0.410127
9120,0.716891,0.895436,0.966148
8071,0.617442,0.558995,0.621649
3266,0.794485,0.891680,1.000000
10482,0.776510,0.714371,0.694090
5288,0.424242,0.428571,0.314464
6302,0.424242,0.456107,0.714155
2183,0.475156,0.574671,0.432793
9199,0.353030,0.207910,0.289950
5441,0.462199,0.389520,0.302282
4418,0.465981,0.536674,0.521679
7287,0.719122,0.564919,0.410127
1532,0.688824,0.925431,0.842708
2978,0.520992,0.559894,0.646738
1230,0.516471,0.769231,0.875000
6423,0.706890,0.953228,0.732843
9643,0.446468,0.403814,0.507654
5142,0.446577,0.349265,0.410127
9368,0.698287,0.811604,0.750000
6132,0.657358,0.763216,0.768814
9031,0.635882,0.432014,0.362069
4767,0.750335,0.392052,0.684211
844,0.424242,0.456107,0.485441
10296,0.508256,0.356703,0.531618
9045,0.549452,0.600182,0.533522
10469,0.424242,0.456107,0.373032
9223,0.424242,0.456107,0.754054
9340,0.492968,0.285417,0.448799
1226,0.476622,0.375350,0.396465
686,0.613693,0.718237,0.702760
4037,0.827254,0.618229,0.640105
7620,0.424242,0.456107,0.509609
9322,0.721231,0.824087,0.808063
2943,0.382514,0.299814,0.222763
6549,0.501603,0.529441,0.454941
8124,0.502988,0.413043,0.534138
1803,0.750700,0.897930,0.871103
8025,0.483326,0.325923,0.356528
368,0.497086,0.478095,0.263684
3660,0.551664,0.517948,0.518090
4943,0.493739,0.456107,0.410127
9143,0.443104,0.352283,0.342257
958,0.653362,0.768993,0.789586
4272,0.424242,0.456107,0.570725
200,0.528183,0.417112,0.410127
7314,0.825672,0.943870,0.938649
7827,0.510890,0.680672,0.670917
252,0.424242,0.351852,0.444444
2242,0.731476,0.562728,0.721444
2804,0.442932,0.393556,0.639850
8802,0.521115,0.619312,0.506944
7645,0.743201,0.957122,0.747695
7228,0.744878,0.836768,0.644249
9200,0.420173,0.416172,0.200000
4738,0.776489,0.895897,0.949267
4513,0.824215,0.934036,0.917517
7999,0.518026,0.432462,0.454380
3938,0.497369,0.311465,0.333333
8127,0.817970,0.807515,0.673372
9265,0.424242,0.456107,0.438303
7353,0.740828,0.846468,0.853124
4772,0.632315,0.541098,0.771433
4461,0.424242,0.227424,0.392646
1335,0.424242,0.456107,0.435245
9018,0.710156,0.456107,0.698542
10460,0.828351,0.985417,0.885087
7956,0.483401,0.376860,0.636723
1238,0.271430,0.460465,0.461316
2552,0.735572,0.752613,0.655634
6517,0.669346,0.773163,0.567487
5925,0.688894,0.799740,0.764862
7413,0.511341,0.517907,0.416349
3728,0.252364,0.207910,0.255656
1103,0.851186,0.870891,0.692375
3704,0.656501,0.705285,0.681295
8413,0.715019,0.480330,0.513744
4533,0.655834,0.840805,0.908524
5449,0.659788,0.863971,0.958333
7306,0.510567,0.333333,0.350000
1401,0.747635,0.963194,0.803387
7365,0.649093,0.748429,0.811357
8363,0.423690,0.234279,0.421477
3656,0.696717,0.935157,0.410127
5683,0.742927,0.734767,0.776038
1940,0.509000,0.442191,0.410127
8674,0.514889,0.349441,0.647834
6745,0.515420,0.549075,0.557566
4431,0.843713,0.931216,0.866062
2263,0.753206,0.787043,0.753053
7506,0.713649,0.928343,0.959459
4059,0.744221,0.910436,0.869113
4588,0.424242,0.297402,0.488417
8692,0.758181,0.898743,0.841277
7258,0.749581,0.872506,0.866663
5448,0.822731,0.642485,0.640915
8865,0.424242,0.456107,0.194739
1119,0.541573,0.483504,0.526537
7642,0.780927,0.830131,0.693592
9981,0.738259,0.818438,0.897057
181,0.756197,0.874348,0.785850
7528,0.567032,0.444444,0.724579
9086,0.759455,0.858582,0.734561
4963,0.459570,0.339163,0.357112
5292,0.500450,0.333333,0.352769
1254,0.424242,0.456107,0.816667
2125,0.647736,0.864391,0.858397
5601,0.795907,0.933282,0.950714
2758,0.772813,0.922160,0.785112
1922,0.572870,0.300000,0.303030
5440,0.551994,0.301173,0.255689
3001,0.701225,0.870774,0.836270
4011,0.424242,0.355099,0.445277
8604,0.884594,0.891628,0.908624
2779,0.454084,0.509304,0.558560
1568,0.424242,0.100559,0.500000
10123,0.543536,0.521119,0.405594
9053,0.538825,0.667577,0.829936
8028,0.700428,0.882824,0.741589
82,0.713680,0.973684,0.663031
2845,0.826209,0.868829,0.893864
10221,0.581123,0.624524,0.812478
8598,0.713037,0.726477,0.410127
5011,0.804516,0.821298,0.410127
7401,0.408421,0.351254,0.410127
8687,0.599960,0.250000,0.395833
8767,0.729427,0.929091,0.829824
10046,0.386051,0.528090,0.568627
1920,0.521217,0.604811,0.611499
4364,0.817490,0.779037,0.878357
9395,0.604271,0.448696,0.466067
3602,0.424242,0.456107,0.420561
9038,0.478854,0.444560,0.450321
7786,0.502649,0.346134,0.369456
5106,0.677069,0.721107,0.654217
9337,0.491161,0.314051,0.526124
1575,0.494278,0.299265,0.252849
10291,0.424242,0.456107,0.771126
2965,0.800552,0.731323,0.793730
1478,0.300684,0.207910,0.214178
3625,0.518771,0.445366,0.513499
7329,0.770429,0.855746,0.835954
4116,0.596878,0.515073,0.505279
9136,0.471760,0.419436,0.551178
